Date,Case,Category,Incident,Location,Synopsis,Disposition
"6/27/19 12:13","19-01693","SUSPICIOUS EVENT","SUSPICIOUS PERSON - REPORT","SODA HALL","OCCURRED: 06/27/19 1213 HOURS (MW-56-E) REPORTS A SUSPICIOUS PERSON, SODA HALL.","UNDER INVESTIGATION"
"6/27/19 13:07","","WELFARE CHECK","CHECK WELFARE- 911 CALL","UNIT-1 CHRISTIAN","","CLOSED"
"6/27/19 14:22","","SUSPICIOUS EVENT","SUSPICIOUS PERSON - REPORT","MLK","","CLOSED"
"6/27/19 14:59","","WELFARE CHECK","WELFARE CHECK","ADDISON/OXFORD","","CLOSED"
"6/27/19 15:08","","PEDESTRIAN STOP","SUSPECT STOP","BANCROFT E/DANA","","CLOSED"
"6/27/19 15:59","","TRAFFIC STOP","TRAFFIC STOP","HASTE E TELEGRAPH","","WARNING ISSUED"
"6/27/19 16:55","19-01694","MISC. SERVICE","CIVIL ADVICE","LECONTE/HIGHLAND PLACE","CASE CANCELLED PER OFFICER","CANCELLED"
"6/27/19 16:57","19-01695","SEX OFFENSES","INDECENT EXPOSURE","MLK","OCCURRED: 06/27/19 1657 HOURS BENJAMIN, STEPHAN (MB-38-O) CITED FOR INDECENT EXPOSURE AND EXCLUDED FROM CAMPUS FOR 7 DAYS, MLK","CLOSED BY CITATION"
"6/27/19 17:50","","ALL OTHER OFFENSES","DISTURBING THE PEACE","UPPER SPROUL PLAZA","","CLOSED"
"6/27/19 18:06","","HAZARD","HAZARDOUS CONDITION","EUCALYPTUS GROVE","","CLOSED"
"6/27/19 18:43","","WELFARE CHECK","CHECK WELFARE- 911 CALL","SODA HALL","","CLOSED"
"6/27/19 19:03","","WELFARE CHECK","CHECK WELFARE- 911 CALL","CORY HALL","","CLOSED"
"6/27/19 19:39","","TRAFFIC STOP","TRAFFIC STOP","ACTON S UNIV","","CLOSED BY CITATION"
"6/27/19 20:05","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","SPROUTS","","CLOSED"
"6/27/19 20:08","","TRAFFIC STOP","TRAFFIC STOP","ASHBY W BENNVUEN","","WARNING ISSUED"
"6/27/19 20:19","","PEDESTRIAN STOP","SUSPECT STOP","N 1070 JACKSON","","FIELD IDENTIFICATION CARD"
"6/27/19 20:34","","TRAFFIC STOP","TRAFFIC STOP","SHAT S PARKER","","CLOSED BY CITATION"
"6/27/19 20:55","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","8TH S RED OAK","","CLOSED"
"6/27/19 22:16","","TRAFFIC STOP","TRAFFIC STOP","DUR W PIED","","CLOSED BY CITATION"
"6/28/19 0:03","","PEDESTRIAN STOP","SUSPECT STOP","ANNA HEAD","","FIELD IDENTIFICATION CARD"
"6/28/19 1:02","","MAINTENANCE ISSUE","CAMPUS CONDITION -GROUNDS","UPPER SPROUL PLAZA","","CLOSED"
"6/28/19 2:58","","PEDESTRIAN STOP","PEDESTRIAN STOP","MEMORIAL STADIUM","","CLOSED"
"6/28/19 3:09","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","STEPHENS HALL","","CLOSED"
"6/28/19 6:17","","TRAFFIC STOP","TRAFFIC STOP","PIEDMONT/BANCROFT","","WARNING ISSUED"
"6/28/19 7:00","19-01696","ANIMAL CASE","DEAD ANIMAL","CENTENNIAL DR","OCCURRED: 06/28/19 0700 HOURS DEAD ANIMAL, CENTENNIAL DR. TOT BERKELEY ANIMAL CONTROL","UNDER INVESTIGATION"
"6/28/19 8:36","","PEDESTRIAN STOP","PEDESTRIAN STOP","N/OF MEMORIAL MEMORIAL STADIUM","","CLOSED"
"6/28/19 9:58","","TRAFFIC STOP","TRAFFIC STOP","REC SPRT FAC GARAGE","","WARNING ISSUED"
"6/28/19 10:12","","TRAFFIC STOP","TRAFFIC STOP","HASTE E COLL","","WARNING ISSUED"
"6/28/19 10:16","","TRAFFIC STOP","TRAFFIC STOP","PIEDMONT BTWN HASTE/CHANNING","","WARNING ISSUED"
"6/28/19 10:22","19-01697","MISC. SERVICE","CIVIL ADVICE","2400 CHANNING WAY","OCCURRED: 06/28/19 1022 HOURS (MW-41-O) . GIVEN CIVIL ADVICE REGARDING A TRANSIENT, IFO 2400 CHANNING WAY. REFERRED TO BPD.","UNDER INVESTIGATION"
"6/28/19 10:54","","PEDESTRIAN STOP","PEDESTRIAN STOP","N/W CORNER ASUC GARAGE","","FIELD IDENTIFICATION CARD"
"6/28/19 11:27","19-01698","OTHER ASSAULTS","BATTERY -REPORT","UNDERHILL LOT","OCCD 06/20/2019 1130 - 1330 HRS (FH-51-E) REPORTS BATTERY, UNDERHILLL LOT.","UNDER INVESTIGATION"
"6/28/19 12:01","","WELFARE CHECK","WELFARE CHECK","BWW","","CLOSED"
"6/28/19 13:42","19-01699","MISC. SERVICE","LOST UC KEYS","CAMPUS","OCCD 06/25/2019 0700 - 1500 HRS (MWA-E) REPORTS THE LOSS OF 1 UC KEY.","UNDER INVESTIGATION"
"6/28/19 13:49","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","HASTE W FULTON","","CLOSED"
"6/28/19 14:28","","ALL OTHER OFFENSES","RECKLESS DRIVING","MEMORIAL STADIUM RIM WAY","","CLOSED"
"6/28/19 14:28","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","GENETICS & PLANT BIOLOGY","","CLOSED"
"6/28/19 14:45","","PEDESTRIAN STOP","PEDESTRIAN STOP","BREEZEWAY N/PAT BROWNS CAFE","","CLOSED"
"6/28/19 15:22","","SUSPICIOUS EVENT","SUSPICIOUS PERSON","2420 BOWDITCH ST","","CLOSED"
"6/28/19 15:46","19-01702","MISC. SERVICE","PROPERTY DAMAGE","HILDEBRAND HALL","OCCURRED: 1546 HOURS PROPERTY DAMAGE TO PIPE CAUSING WATER LEAK, HILDEBRAND HALL. FACILITIES RESPONDED.","UNDER INVESTIGATION"
"6/28/19 15:57","19-01701","DRUG VIOLATIONS","POSSESION OF METHAMPHETAMINES","MLK","OCCURRED: 06/28/19 1608 HOURS WILLIAMS, STEPHAN (MB-38-O) ARRESTED FOR POSSESSION OF METHAMPHETAMINES, DRUG PARAPHERNALIA AND VIOLATION OF CAMPUS EXCLUSION ORDER, MLK. TO BPD JAIL.","CLOSED BY ARREST"
"6/28/19 15:54","19-01700","BURGLARY","BURGLARY -ATTEMPT","FRANK SCHLESSINGER WAY","OCCD 06/28/2019 1551 HRS (MO-38-E) REPORTS ATTEMPTED AUTO BURGLARY TO A RED 1997 GEO METRO, MO/RAOL3E, FRANK SCHLESSINGER WAY. NO DAMAGE OR LOSS.","UNDER INVESTIGATION"
"6/28/19 17:02","19-01703","LARCENY/THEFT","AUTO BURGLARY -REPORT","AQUATIC CENTER","OCCD 6/28/2019 1230-1645 (FW-55-E) REPORTS AUTO BURGLARY VIA WINDOW SMASH, AQUATIC CENTER LOT. NO LOSS.","UNDER INVESTIGATION"
"6/28/19 17:31","19-01704","MISC. SERVICE","PROPERTY DAMAGE","GPB GARAGE","OCCD 6/26/2019 2000 (FA-24-S) REPORTS PROPERTY DAMAGE TO HER VEHICLE, GPB GARAGE.","UNDER INVESTIGATION"
"6/28/19 17:47","19-01705","TRAFFIC","ACCIDENT / NO INJURIES","LBNL N-2 LOT","OCCD 6/28/2019 1735 (MW-28-E) REPORTS NON-INJURY VEHICLE ACCIDENT, LBNL N-2 LOT.","UNDER INVESTIGATION"
"6/28/19 18:59","19-01706","LARCENY/THEFT","PETTY THEFT -REPORT","REC SPRT FAC","OCCD 6/28/2019 1610-1700 (MA-17-O) REPORTS THE THEFT OF CASH FROM HIS WALLET, RSF. LOSS: $200.","UNDER INVESTIGATION"
"6/28/19 19:21","","WELFARE CHECK","CHECK WELFARE- 911 CALL","ZELLERBACH HALL","","CLOSED"
"6/28/19 19:51","","TRAFFIC STOP","TRAFFIC STOP","FULT N CHAN","","WARNING ISSUED"
"6/28/19 20:37","","TRAFFIC STOP","TRAFFIC STOP","HASTE ATHERTON","","WARNING ISSUED"
"6/28/19 20:38","","TRAFFIC STOP","TRAFFIC STOP","JACKSON RED OAK","","CLOSED BY CITATION"
"6/28/19 20:44","19-01707","LARCENY/THEFT","PETTY THEFT -REPORT","DOE LIBRARY","OCCD 6/28/2019 1545-1630 (MW-65-E) REPORTS THE THEFT OF HIS BACKPACK AND CONTENTS, DOE LIBRARY. LOSS: $140.","UNDER INVESTIGATION"
"6/28/19 21:00","","TRAFFIC STOP","TRAFFIC STOP","BOW BANC","","CLOSED BY CITATION"
"6/28/19 21:16","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","OHLONE GOODING","","CLOSED"
"6/28/19 21:40","19-01709","ALL OTHER OFFENSES","TRESPASS - REAL PROP OR STRUCTURE W/OUT OWNER CONSENT","FENWICK WEAVERS","OCCD 6/28/2019 2140 PIERCEQUINONEZ, EMILIANO (MW-33-O) ARRESTED FOR TRESPASSING AND EXCLUDED FROM CAMPUS FOR 7 DAYS, FENWICK APARTMENTS. CITED AND RELEASED.","CLOSED BY CITATION"
"6/28/19 21:46","19-01708","MISC. SERVICE","PROPERTY DAMAGE","585 RED OAK AVE","OCCD 06/28/2019, 2146 PROPERTY DAMAGE TO AN AIR CIRCULATION VENT, 585 RED OAK AVE-UVA.","UNDER INVESTIGATION"
"6/28/19 21:58","","MISC. SERVICE","FOUND PROPERTY","UVA-166","","CLOSED"
"6/28/19 22:06","","PEDESTRIAN STOP","PEDESTRIAN STOP","WEST END WAY S OHLONE","","FIELD IDENTIFICATION CARD"
"6/28/19 22:25","","DISORDERLY CONDUCT","LODGING","DWINELLE HALL","","FIELD IDENTIFICATION CARD"
"6/28/19 22:24","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","400 OHLONE AVE","","CLOSED"
"6/28/19 22:49","","PEDESTRIAN STOP","SUSPECT STOP","JACKSON MONROE","","CLOSED"
"6/28/19 22:46","","MISC. SERVICE","FOUND PROPERTY","VALLEY LIFE SCIENCE BLDG","","CLOSED"
"6/28/19 23:58","","ALL OTHER OFFENSES","DISTURBING PEACE-ENTERTAINMENT","LHS VISTA LOT","","CLOSED"
"6/29/19 1:27","","DISORDERLY CONDUCT","LODGING","UNIT-3 NORTON","","FIELD IDENTIFICATION CARD"
"6/29/19 1:29","19-01710","MEDICAL EVENT","INJURY OR ILLNESS","BLACKWELL HALL","OCCD 06/29/2019, 0129 (FA-17-S) VICTIM OF ILLNESS, BLACKWELL HALL. MEDICAL DECLINED.","CLOSED"
"6/29/19 8:41","19-01711","TOW","EXPIRED REGISTRATION OVER 6 MO","REC SPRT FAC GARAGE","OCCD 06/29/2019 0841 HRS WHITE 1999 VOLKSWAGON JETTA, 4FDW564, TOWED FOR REGISTRATION EXPIRED OVER 6 MONTHS, RSF GARAGE. TO M&A TOW.","UNDER INVESTIGATION"
"6/29/19 8:53","","WELFARE CHECK","CHECK WELFARE- 911 CALL","SATHER TOWER","","CLOSED"
"6/29/19 9:05","","PEDESTRIAN STOP","PEDESTRIAN STOP","HASTE N/E OF PARK","","CLOSED"
"6/29/19 9:08","","ALL OTHER OFFENSES","RULE VIOLATION","BOWDITCH S/HASTE","","CLOSED"
"6/29/19 9:12","","ALL OTHER OFFENSES","RULE VIOLATION","S/OFFICE PEOPLE PARK","","CLOSED"
"6/29/19 9:45","","MISC. SERVICE","CIVIL ADVICE","CKC-4","","CLOSED"
"6/29/19 10:41","","WELFARE CHECK","CHECK WELFARE- 911 CALL","BARROWS LANE","","CLOSED"
"6/29/19 10:51","","TRAFFIC STOP","TRAFFIC STOP","DANA/DWIGHT","","WARNING ISSUED"
"6/29/19 11:11","","WELFARE CHECK","WELFARE CHECK","MLK","","CLOSED"
"6/29/19 11:29","","PEDESTRIAN STOP","PEDESTRIAN STOP","8TH ST NEAR EMPLOYEE LOT","","FIELD IDENTIFICATION CARD"
"6/29/19 13:06","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","TAN HALL","","CLOSED"
"6/29/19 13:21","","PEDESTRIAN STOP","PEDESTRIAN STOP","BARROWS LANE","","FIELD IDENTIFICATION CARD"
"6/29/19 14:08","","WELFARE CHECK","CHECK WELFARE- 911 CALL","BARROWS LANE","","CLOSED"
"6/29/19 14:54","","MISC. SERVICE","TIP411 SERVICE CALL","UPPER SPROUL PLAZA","","CLOSED"
"6/29/19 15:49","","MAINTENANCE ISSUE","CAMPUS CONDITION -ELEVATOR","BOALT HALL","","CLOSED"
"6/29/19 16:33","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","MLK","","CLOSED"
"6/29/19 16:50","19-01712","MISC. SERVICE","SMOKE INVESTIGATION","PEOPLES PARK","OCCD 6/29/19, 1650 HRS SMOKE VIA SMOLDERING WEEDS, PEOPLES PARK. BFD RESPONDED AND EXTINGUISHED.","UNDER INVESTIGATION"
"6/29/19 17:15","19-01713","MEDICAL EVENT","INJURY OR ILLNESS","UNIT-3 SPENS/BLACK","OCCD 06/29/2019 1715 HRS (MA-17-S )VICTIM OF INJURY, UNIT-3 SPENS/BLACK. BFD REPSONDED, VICTIM WILL SEEK OWN MEDICAL.","CLOSED"
"6/29/19 17:41","","HAZARD","HAZARDOUS CONDITION","FRANK SCHLESSINGER BRIDGE","","CLOSED"
"6/29/19 18:09","","WELFARE CHECK","CHECK WELFARE- 911 CALL","LOWER SPROUL GARAGE","","CLOSED"
"6/29/19 18:28","","ALL OTHER OFFENSES","DISTURBING THE PEACE","UNIT-3","","CLOSED"
"6/29/19 20:23","","ALL OTHER OFFENSES","RULE VIOLATION","DOE LIBRARY","","CLOSED"
"6/29/19 20:26","19-01714","LARCENY/THEFT","PETTY THEFT -REPORT","I HOUSE","OCC 5/15/2019 UNKNOWN TIME (MB-23-S) REPORTS THEFT OF HIS SILVER IPHONE 7 PLUS, IHOUSE. LOSS $900","UNDER INVESTIGATION"
"6/29/19 20:27","","WELFARE CHECK","CHECK WELFARE- 911 CALL","660 KINKEAD WAY","","CLOSED"
"6/29/19 20:51","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","NORTHGATE HALL","","CLOSED"
"6/29/19 21:04","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","TAN HALL","","CLOSED"
"6/29/19 21:08","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","LEWIS HALL","","CLOSED"
"6/29/19 21:08","","DISORDERLY CONDUCT","LODGING","MLK","","CLOSED"
"6/29/19 21:24","","TRAFFIC STOP","TRAFFIC STOP","PIEDMONT/ DWIGHT","","CLOSED BY CITATION"
"6/29/19 22:23","","WELFARE CHECK","CHECK WELFARE- 911 CALL","LOWER SPROUL PLAZA","","CLOSED"
"6/30/19 0:26","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","MLK","","CLOSED"
"6/30/19 0:35","","PEDESTRIAN STOP","SUSPECT STOP","GENETICS & PLANT BIOLOGY","","FIELD IDENTIFICATION CARD"
"6/30/19 1:00","","PEDESTRIAN STOP","SUSPECT STOP","MLK","","CLOSED"
"6/30/19 1:14","19-01715","MISSING PERSON","MISSING PERSON","BLACKWELL HALL","(MA-20-O) REPORTED AS A VOLUNTARY MISSING PERSON, BLACKWELL HALL.","UNDER INVESTIGATION"
"6/30/19 1:53","","MEDICAL EVENT","INJURY OR ILLNESS","CKC-12","","CLOSED"
"6/30/19 1:54","19-01716","WELFARE CHECK","WELFARE CHECK","400 OHLONE AVE","OCCURED: 06/30/19 0154 (MW-29-S) CONTACTED FOR WELFARE CHECK, 400 OHLONE AVE. PROVED OK.","UNDER INVESTIGATION"
"6/30/19 2:10","","MEDICAL EVENT","INJURY OR ILLNESS","CALIFORNIA HALL","","CLOSED"
"6/30/19 2:30","","WELFARE CHECK","CHECK WELFARE- 911 CALL","HAZ MAT FACILITY","","CLOSED"
"6/30/19 2:39","","PEDESTRIAN STOP","SUSPECT STOP","UPPER SPROUL PLAZA","","CLOSED"
"6/30/19 3:25","19-01717","MEDICAL EVENT","INJURY OR ILLNESS","CKC-2","(FW-16-O) VICTIM OF CASUALTY, CKC-2. BFD RESPONDED AND TRANSPORTED TO ALTA BATES.","CLOSED"
"6/30/19 10:07","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","MLK","","CANCELLED"
"6/30/19 10:27","","WELFARE CHECK","WELFARE CHECK","MLK","","CLOSED"
"6/30/19 12:14","","TRAFFIC STOP","TRAFFIC STOP","TANG CENTER LOT","","WARNING ISSUED"
"6/30/19 12:23","","OUTSIDE ASSIST","OUTSDE ASSIST BPD COVER","2425 DURANT AVE","","CLOSED"
"6/30/19 12:34","","SUPPLEMENT","SUPPLEMENT","BLACKWELL HALL","OCCD 06/30/2019 1239 HRS (MA-20-O) LOCATED AS A MISSING PERSON.","UNDER INVESTIGATION"
"6/30/19 14:33","19-01718","MISC. SERVICE","PROPERTY CONFISCATION","PEOPLES PARK","OCCD 06/30/2019 CONFISCATION OF AXE AND KNIFE, PEOPLES PARK. TAKEN TO UCPD FOR DESTRUCTION.","UNDER INVESTIGATION"
"6/30/19 14:48","","PEDESTRIAN STOP","PEDESTRIAN STOP","S/E CORNER STRUCTURE C","","CLOSED"
"6/30/19 14:58","","TRAFFIC STOP","TRAFFIC STOP","PIEDMONT/ S/DURANT","","WARNING ISSUED"
"6/30/19 15:52","19-01719","WELFARE CHECK","WELFARE CHECK","UNIT-3 IDA SPROUL","OCCD 6/30/19, 1552 HRS (MC-17-O) CONTACTED FOR A WELFARE CHECK, UNIT- 3 IDA SPROUL. PROVES OKAY.","UNDER INVESTIGATION"
"6/30/19 15:57","","WELFARE CHECK","CHECK WELFARE- 911 CALL","LAWRENCE HALL OF SCIENCE","","CLOSED"
"6/30/19 18:21","19-01720","OTHER ASSAULTS","BATTERY","MLK","OCCURED: 06/30/19 1844 SMITH, TERRENCE (MB-58-O) ARRESTED FOR BATTERY VIA PUNCH, AND GIVEN A 7 DAY STAY AWAY ORDER FROM UC PROPERTY, MLK. CITE/RELEASED AT SCENE.","CLOSED BY ARREST"
"6/30/19 20:43","","WELFARE CHECK","CHECK WELFARE- 911 CALL","FOOTHILL COMPLEX","","CLOSED"
"6/30/19 21:02","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","GIANNINI HALL","","CLOSED"
"6/30/19 21:12","","DISORDERLY CONDUCT","LODGING","MLK","","FIELD IDENTIFICATION CARD"
"6/30/19 21:58","","PEDESTRIAN STOP","SUSPECT STOP","FOOTHILL LOT","","CLOSED"
"6/30/19 22:53","","PEDESTRIAN STOP","SUSPECT STOP","GENETICS & PLANT BIOLOGY","","CLOSED"
"6/30/19 23:06","","PEDESTRIAN STOP","SUSPECT STOP","725 KULA GULF WAY","","FIELD IDENTIFICATION CARD"
"6/30/19 23:26","19-01722","VANDALISM","MALICIOUS MISCHIEF - REPORT","RICHMOND FIELD STATION","OCCURED: 06/29/19 2230-06/30/19 2326HRS (MAA-E) REPORTS VANDALISM VIA CUT FENCE, RFS.","UNDER INVESTIGATION"
"6/30/19 23:36","19-01721","VANDALISM","MALICIOUS MISCHIEF - REPORT","DWINELLE HALL","VANDALISM VIA PILE OF FECAL MATTER, DWINELLE HALL, UNKNOWN OCCURED TIME.","UNDER INVESTIGATION"
"7/1/19 1:23","","MAINTENANCE ISSUE","CAMPUS CONDITION -GROUNDS","LOWER SPROUL GARAGE","","CLOSED"
"7/1/19 1:30","","MAINTENANCE ISSUE","CAMPUS CONDITION -SECURITY","NORTHGATE HALL","","CLOSED"
"7/1/19 2:29","","PEDESTRIAN STOP","SUSPECT STOP","KROEBER PLAZA","","FIELD IDENTIFICATION CARD"
"7/1/19 5:46","","ALL OTHER OFFENSES","DISTURBING THE PEACE","TELE S BANCROFT","","CLOSED"
"7/1/19 8:05","","TOW","TOW TRUCK REQUEST","BARROWS LANE","","CLOSED"
"7/1/19 8:39","","SUSPICIOUS EVENT","SUSPICIOUS PACKAGE","DWINELLE PLAZA","","CLOSED"
"7/1/19 10:06","19-01723","ALL OTHER OFFENSES","MISD. HIT & RUN -REPORT","525 RED OAK AVE","OCCD 6/29/19, 1200 - 1900 HRS (MW-27-S) REPORTS HIT AND RUN TO HIS GREEN 1999 FORD F150, 5Z73354, 525 RED OAK AVE - UVA.","UNDER INVESTIGATION"
"7/1/19 10:50","","VEHICLE CODE VIOLATION","VEHICLE CODE VIOLATION","BARKER HALL","","CLOSED"
"7/1/19 11:14","","DISORDERLY CONDUCT","LODGING","435 GOODING WAY","","CLOSED"
"7/1/19 11:34","","OUTSIDE ASSIST","OUTSDE ASSIST BPD COVER","UNI ACTON","","CLOSED"
"7/1/19 11:40","","PEDESTRIAN STOP","SUSPECT STOP","FRANK SCHLESSINGER WAY","","CLOSED"
"7/1/19 11:47","","TRAFFIC STOP","TRAFFIC STOP","BOWD BANC","","WARNING ISSUED"
"7/1/19 12:01","19-01724","AGGRAVATED ASSAULTS","ASSAULT WITH DEADLY WEAPON","PEOPLES PARK","OCCD 07/01/2019, 1226 HRS SYKES, THOMAS (MB-60-O) ARRESTED FOR ASSAULT WITH A DEADLY WEAPON, POSSESSION OF A SLUNGSHOT, PROBATION VIOLATION AND ISSUED A 7 DAY STAY AWAY ORDER FROM ALL UC PROPERTY. TO BPD JAIL.","CLOSED BY ARREST"
"7/1/19 12:31","19-01726","LARCENY/THEFT","PETTY THEFT -REPORT","DOE LIBRARY","OCCD 6/27/19 1600 - 7/1/19 0900 HRS (MA-20-S) REPORTS THE THEFT OF CASH, DOE LIBRARY. LOSS $216","UNDER INVESTIGATION"
"7/1/19 12:34","19-01725","MEDICAL EVENT","INJURY OR ILLNESS","BOALT HALL","OCCD 7/1/19, 1234 HRS (FX-26-S) VICTIM OF ILLNESS, BOALT HALL. TO ABH VIA BFD.","CLOSED"
"7/1/19 13:05","","OUTSIDE ASSIST","OUTSDE ASSIST BPD COVER","CHAN BOWD","","CLOSED"
"7/1/19 13:10","","WELFARE CHECK","CHECK WELFARE- 911 CALL","SATHER TOWER","","CLOSED"
"7/1/19 14:28","19-01728","MEDICAL EVENT","INJURY OR ILLNESS","LATIMER HALL","OCCD 07/01/2019, 1428 HRS (FA-19-O) VICTIM OF ILLNESS, LATIMER HALL. BFD RESPONDED. VICTIM WILL SEEK OWN MEDICAL.","CLOSED"
"7/1/19 14:59","","TRAFFIC STOP","TRAFFIC STOP","HEARST/SACRAMENTO","","CLOSED BY CITATION"
"7/1/19 15:15","","ALL OTHER OFFENSES","RULE VIOLATION","LOWER SPROUL PLAZA","","CLOSED"
"7/1/19 15:37","19-01727","MISC. SERVICE","FOUND PROPERTY","UVA COMMUNITY CENTER","7/1/19, 1330 HRS FOUND BACKPACK AND CONTENTS, UVA COMMUNITY CENTER. TO UCPD FOR SAFEEPING.","UNDER INVESTIGATION"
"7/1/19 15:49","","OUTSIDE ASSIST","OUTSIDE ASSIST - BPD","CENTER/OXFORD","","CLOSED"
"7/1/19 17:31","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","HILGARD HALL","","CLOSED"
"7/1/19 17:29","19-01730","MISC. SERVICE","PROPERTY DAMAGE","LOWER HEARST PARKING STRUCTURE","OCC 6/22 1800 6/26 1900 (MB-61-E) REPORTS PROPERTY DAMAGE VIA SCRATCH TO HIS SILVER 2014 MERCEDES E350, 7BLB302, UNKNOWN LOCATION. UNKNOWN LOSS","UNDER INVESTIGATION"
"7/1/19 17:42","","WELFARE CHECK","WELFARE CHECK","EVANS HALL","","CLOSED"
"7/1/19 17:56","19-01729","OTHER ASSAULTS","RESISTING ARREST","2300 TELEGRAPH AVE","(MW-36-O) DETAINED FOR MUNI VIOLATION AND OBSTRUCTING A POLICE OFFICER, 2300 TELEGRAPH AVE. PERSONAL PROPERTY BROUGH TO UCPD FOR SAFE KEEPING.","WARNING ISSUED"
"7/1/19 20:39","","SUSPICIOUS EVENT","SUSPICIOUS VEHICLE","GRIDIRON WAY LOT","","CLOSED BY CITATION"
"7/1/19 20:52","","TRAFFIC STOP","TRAFFIC STOP","CENTER/OXFORD","","WARNING ISSUED"
"7/1/19 22:13","19-01731","MEDICAL EVENT","INJURY OR ILLNESS","MLK","OCCURED: 07/01/19 2213 (MH-57-O) VICTIM OF ILLNESS, MLK. BFD TRANSPORTED TO ABH.","CLOSED"
"7/1/19 22:18","","ALL OTHER OFFENSES","DISTURBING THE PEACE","EVANS HALL","","UNDER INVESTIGATION"
"7/1/19 22:54","","PEDESTRIAN STOP","SUSPECT STOP","4TH/HARRISON","","FIELD IDENTIFICATION CARD"
"7/1/19 23:01","","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","EVANS HALL","","CLOSED"
"7/1/19 23:12","","ALL OTHER OFFENSES","DISTURBING PEACE-ENTERTAINMENT","LHS VISTA LOT","","CLOSED"
"7/1/19 23:26","","DISORDERLY CONDUCT","LODGING","DURANT HALL","","CLOSED"
"7/1/19 23:55","","PEDESTRIAN STOP","SUSPECT STOP","WELLMAN HALL","","CLOSED"
"7/2/19 0:47","19-01732","SUSPICIOUS EVENT","SUSPICIOUS CIRCUMSTANCE","HEARST FIELD ANNEX","OCCURED: 07/02/19 0045 (MH-31-E) REPORTS SUSPICIOUS CIRCUMSTANCE REGARDING OPEN WINDOW WITH CUT SCREEN, HEARST FIELD ANNEX B38,","UNDER INVESTIGATION"
"7/2/19 8:50","","PEDESTRIAN STOP","SUSPECT STOP","ASUC GARAGE","","FIELD IDENTIFICATION CARD"
"7/2/19 10:03","","WELFARE CHECK","CHECK WELFARE- 911 CALL","2350 BOWDITCH ST","","CLOSED"
"7/2/19 10:08","","PEDESTRIAN STOP","SUSPECT STOP","BANWAY LOT","","FIELD IDENTIFICATION CARD"
"7/2/19 11:16","","MISC. SERVICE","SECURITY SWEEP","UCOP","","CANCELLED"
"7/2/19 11:16","19-01733","OTHER ASSAULTS","BATTERY","MLK","OCCD 7/2/19, 1116 HRS (MH-37-O) CONTACTED FOR BATTERY VIA WATER BALLOON AND ISSUED A 7 DAY STAY AWAY ORDER FROM ALL UC PROPERTY, MLK. NO PROSECUTION SOUGHT.","UNDER INVESTIGATION"
"7/2/19 11:41","","SUPPLEMENT","SUPPLEMENT","UCPD","","CLOSED"
"7/2/19 12:15","","DISORDERLY CONDUCT","LODGING","MLK","","CLOSED"
"7/2/19 12:21","19-01734","SUICIDE ATTEMPT","SUICIDE ATTEMPT","400 OHLONE AVE","OCCD 7/2/19, 1221 HRS (MW-29-S) VICTIM OF SUICIDE ATTEMPT, 400 OHLONE AVE - UVA. TO JGP VIA FALCK AMBULANCE.","UNDER INVESTIGATION"
"7/2/19 12:48","19-01736","FORGERY AND COUNTERFEITING","FRAUDULENT USE OF CREDIT CARD","SHARED SERVICES","OCCD 6/24/19 (MH-42-E) REPORTS THE FRADULENT USE OF HIS UC BLU CARD, CSS. LOSS $142.","UNDER INVESTIGATION"
"7/2/19 13:03","","TRAFFIC STOP","TRAFFIC STOP","2300 BLK DURANT","","CLOSED BY CITATION"
"7/2/19 13:12","19-01735","LARCENY/THEFT","PETTY THEFT-IN PROGRESS","MLK","7/2/19, 1329 HRS FLANAGAN, ERIC (MB-52-O) ARRESTED FOR THEFT AND ISSUED A 7 DAY STAY AWAY ORDER FROM ALL UC PROPERTY, MLK. CITED AND RELEASED AT SCENE.","CLOSED BY ARREST"
"7/2/19 13:23","","WELFARE CHECK","CHECK WELFARE- 911 CALL","WURSTER HALL","","CLOSED"
"7/2/19 14:59","","WELFARE CHECK","CHECK WELFARE- 911 CALL","2520 CHANNING WAY","","CLOSED"
"7/2/19 15:14","","MAINTENANCE ISSUE","CAMPUS CONDITION -GROUNDS","KROEBER HALL","","CLOSED"
"7/2/19 15:19","","MISC. SERVICE","MISC SERVICE MOTORIST","2220 OXFORD","","CLOSED"
